I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.085,-0.019,0.066,,,,,,,,,
-0.09,-0.019,0.07,,,,,,,,,
-0.084,-0.014,0.069,,,,,,,,,
-0.088,-0.015,0.073,,,,,,,,,
-0.09,-0.014,0.075,,,,,,,,,
-0.089,-0.015,0.074,,,,,,,,,
-0.091,-0.014,0.077,,,,,,,,,
-0.097,-0.016,0.08,,,,,,,,,
-0.086,-0.008,0.078,,,,,,,,,
-0.08,0.005,0.086,,,,,,,,,
-0.096,0.017,0.114,,,,,,,,,
-0.088,0.031,0.119,,,,,,,,,
-0.073,0.046,0.121,,,,,,,,,
-0.051,0.072,0.124,,,,,,,,,
-0.038,0.087,0.125,,,,,,,,,
-0.01,0.113,0.124,,,,,,,,,
-0.024,0.121,0.146,,,,,,,,,
-0.025,0.119,0.145,,,,,,,,,
-0.025,0.119,0.144,,,,,,,,,
-0.022,0.122,0.145,,,,,,,,,
0.008,0.153,0.144,,,,,,,,,
0.002,0.147,0.145,,,,,,,,,
0.002,0.146,0.144,,,,,,,,,
-0.011,0.143,0.155,,,,,,,,,
-0.014,0.14,0.155,,,,,,,,,
-0.001,0.134,0.136,,,,,,,,,
0.012,0.135,0.123,,,,,,,,,
0.015,0.121,0.105,,,,,,,,,
0.014,0.11,0.096,,,,,,,,,
0.001,0.095,0.094,,,,,,,,,
,0.084,,-0.036,-0.054,0.09,,,,,,
,0.071,,-0.025,-0.058,0.082,,,,,,
,0.06,,-0.011,-0.069,0.079,,,,,,
,0.048,,0.02,-0.113,0.092,,,,,,
,0.038,,0.033,-0.123,0.09,,,,,,
,0.034,,0.034,-0.121,0.086,,,,,,
,0.033,,0.037,-0.124,0.087,,,,,,
,0.029,,0.04,-0.124,0.084,,,,,,
,0.028,,0.042,-0.127,0.084,,,,,,
,0.024,,0.045,-0.127,0.081,,,,,,
,0.024,,0.045,-0.128,0.082,,,,,,
,0.035,,0.031,-0.117,0.084,,,,,,
,0.055,,0.011,-0.107,0.095,,,,,,
,0.046,,0.02,-0.11,0.089,,,,,,
,0.053,,0.014,-0.109,0.093,,,,,,
,0.047,,0.019,-0.11,0.09,,,,,,
,0.052,,0.014,-0.108,0.093,,,,,,
,0.047,,0.02,-0.111,0.09,,,,,,
,0.053,,0.015,-0.111,0.095,,,,,,
,0.078,,0.005,-0.129,0.123,,,,,,
,0.14,,-0.023,-0.164,0.187,,,,,,
,0.18,,-0.062,-0.145,0.207,,,,,,
,0.231,,-0.106,-0.135,0.241,,,,,,
,0.319,,-0.225,-0.03,0.254,,,,,,
,0.371,,-0.341,0.124,0.216,,,,,,
,0.431,,-0.487,0.329,0.158,,,,,,
,0.474,,-0.572,0.433,0.138,,,,,,
,0.433,,-0.559,0.468,0.09,,,,,,
,0.394,,-0.503,0.414,0.088,,,,,,
,0.176,,-0.333,0.403,-0.069,,,,,,
,-0.075,,-0.081,0.278,-0.195,,,,,,
,-0.083,,-0.003,0.132,-0.128,,,,,,
,-0.064,,0.022,0.052,-0.074,,,,,,
,-0.009,,0.0,0.015,-0.014,,,,,,
,0.023,,-0.034,0.035,-0.001,,,,,,
,0.034,,-0.037,0.024,0.013,,,,,,
,0.011,,-0.029,0.042,-0.012,,,,,,
,0.061,,-0.077,0.064,0.012,,,,,,
,0.075,,-0.079,0.046,0.033,,,,,,
,0.077,,-0.07,0.024,0.044,,,,,,
,0.071,,-0.056,0.004,0.05,,,,,,
,0.071,,-0.055,0.005,0.05,,,,,,
,0.068,,-0.057,0.01,0.045,,,,,,
,0.066,,-0.056,0.012,0.042,,,,,,
,0.063,,-0.057,0.017,0.038,,,,,,
,0.061,,-0.046,0.002,0.044,,,,,,
,0.059,,-0.038,-0.014,0.051,,,,,,
,0.056,,-0.029,-0.025,0.055,,,,,,
,0.039,,-0.015,-0.027,0.043,,,,,,
,0.03,,-0.007,-0.031,0.038,,,,,,
,0.013,,0.007,-0.036,0.028,,,,,,
,0.007,,0.013,-0.037,0.023,,,,,,
,0.0,,0.019,-0.038,0.018,,,,,,
,-0.002,,0.019,-0.035,0.016,,,,,,
,-0.008,,0.024,-0.037,0.012,,,,,,
,-0.013,,0.027,-0.034,0.007,,,,,,
,-0.018,,0.03,-0.034,0.003,,,,,,
,-0.019,,0.03,-0.033,0.001,,,,,,
,-0.014,,0.024,-0.026,0.002,,,,,,
,-0.01,,0.02,-0.024,0.003,,,,,,
,-0.006,,0.013,-0.017,0.003,,,,,,
,-0.003,,0.011,-0.018,0.007,,,,,,
,0.004,,0.007,-0.022,0.014,,,,,,
,0.011,,0.004,-0.027,0.022,,,,,,
,0.021,,-0.008,-0.016,0.024,,,,,,
,0.017,,-0.013,0.0,0.011,,,,,,
,-0.002,,0.002,0.0,-0.002,,,,,,
,0.009,,-0.001,-0.012,0.012,,,,,,
,0.021,,-0.002,-0.027,0.029,,,,,,
,0.022,,0.001,-0.038,0.036,,,,,,
,0.012,,0.013,-0.044,0.031,,,,,,
,0.005,,0.018,-0.046,0.027,,,,,,
,-0.001,,0.026,-0.051,0.024,,,,,,
,0.014,,0.01,-0.043,0.031,,,,,,
,0.033,,-0.008,-0.033,0.041,,,,,,
,0.053,,-0.03,-0.021,0.051,,,,,,
,0.071,,-0.051,-0.006,0.056,,,,,,
,0.058,,-0.039,-0.008,0.047,,,,,,
,0.037,,-0.02,-0.016,0.035,,,,,,
,0.018,,-0.004,-0.018,0.022,,,,,,
,0.0,,0.012,-0.024,0.011,,,,,,
,-0.013,,0.022,-0.025,0.003,,,,,,
,-0.021,,0.024,-0.018,-0.006,,,,,,
,-0.034,,0.022,0.009,-0.03,,,,,,
,-0.036,,0.005,0.044,-0.049,,,,,,
,-0.026,,0.001,0.036,-0.037,,,,,,
,-0.015,,-0.003,0.031,-0.027,,,,,,
,-0.005,,-0.006,0.023,-0.015,,,,,,
,0.008,,-0.017,0.022,-0.004,,,,,,
,0.037,,-0.043,0.031,0.012,,,,,,
,0.058,,-0.064,0.039,0.024,,,,,,
,0.061,,-0.063,0.035,0.027,,,,,,
,0.049,,-0.051,0.029,0.022,,,,,,
,0.044,,-0.044,0.021,0.021,,,,,,
,0.035,,-0.034,0.014,0.019,,,,,,
,0.064,,-0.06,0.023,0.035,,,,,,
,0.085,,-0.08,0.032,0.047,,,,,,
,0.089,,-0.083,0.032,0.05,,,,,,
,0.097,,-0.087,0.027,0.058,,,,,,
,0.141,,-0.127,0.042,0.084,,,,,,
,0.156,,-0.144,0.053,0.09,,,,,,
,0.155,,-0.147,0.061,0.085,,,,,,
,0.16,,-0.156,0.071,0.084,,,,,,
,0.16,,-0.158,0.075,0.081,,,,,,
,0.165,,-0.155,0.061,0.093,,,,,,
,0.164,,-0.149,0.051,0.096,,,,,,
,0.162,,-0.139,0.033,0.104,,,,,,
,0.158,,-0.131,0.023,0.106,,,,,,
,0.159,,-0.127,0.016,0.109,,,,,,
,0.151,,-0.126,0.025,0.1,,,,,,
,0.177,,-0.138,0.009,0.128,,,,,,
,0.164,,-0.121,-0.005,0.125,,,,,,
,0.144,,-0.102,-0.012,0.114,,,,,,
,0.119,,-0.078,-0.023,0.101,,,,,,
,0.11,,-0.071,-0.023,0.094,,,,,,
,0.12,,-0.08,-0.02,0.1,,,,,,
,0.102,,-0.065,-0.024,0.088,,,,,,
,0.093,,-0.056,-0.028,0.083,,,,,,
,0.077,,-0.04,-0.036,0.075,,,,,,
,0.063,,-0.027,-0.039,0.067,,,,,,
,0.041,,-0.006,-0.049,0.055,,,,,,
,0.023,,0.01,-0.057,0.045,,,,,,
,0.003,,0.028,-0.062,0.033,,,,,,
,-0.001,,0.033,-0.065,0.031,,,,,,
,0.002,,0.029,-0.063,0.033,,,,,,
,-0.01,,0.041,-0.065,0.024,,,,,,
,-0.029,,0.06,-0.074,0.014,,,,,,
,-0.014,,0.044,-0.065,0.021,,,,,,
,-0.012,,0.038,-0.06,0.02,,,,,,
,0.0,,0.027,-0.055,0.026,,,,,,
,0.002,,0.022,-0.049,0.026,,,,,,
,0.009,,0.015,-0.045,0.029,,,,,,
,0.01,,0.014,-0.045,0.03,,,,,,
,0.016,,0.005,-0.038,0.031,,,,,,
,0.018,,0.003,-0.035,0.031,,,,,,
,0.025,,-0.003,-0.032,0.034,,,,,,
,0.021,,-0.001,-0.028,0.03,,,,,,
,0.015,,0.004,-0.032,0.027,,,,,,
,0.011,,0.008,-0.034,0.025,,,,,,
,0.008,,0.008,-0.031,0.022,,,,,,
,0.001,,0.015,-0.034,0.018,,,,,,
,-0.001,,0.018,-0.035,0.015,,,,,,
,-0.004,,0.022,-0.037,0.015,,,,,,
,0.007,,0.008,-0.028,0.019,,,,,,
,0.014,,0.0,-0.022,0.021,,,,,,
,0.024,,-0.009,-0.018,0.027,,,,,,
,0.027,,-0.012,-0.016,0.028,,,,,,
,0.017,,-0.001,-0.021,0.023,,,,,,
,0.002,,0.009,-0.024,0.014,,,,,,
,0.01,,0.001,-0.02,0.016,,,,,,
,0.03,,-0.018,-0.01,0.027,,,,,,
,0.043,,-0.031,-0.003,0.033,,,,,,
,0.079,,-0.067,0.014,0.052,,,,,,
,0.081,,-0.071,0.02,0.051,,,,,,
,0.065,,-0.056,0.014,0.041,,,,,,
,0.054,,-0.047,0.013,0.033,,,,,,
,0.039,,-0.034,0.009,0.024,,,,,,
,0.045,,-0.044,0.017,0.025,,,,,,
,0.044,,-0.043,0.019,0.023,,,,,,
,0.045,,-0.046,0.025,0.02,,,,,,
,0.048,,-0.05,0.029,0.021,,,,,,
,0.05,,-0.056,0.037,0.019,,,,,,
,0.049,,-0.05,0.028,0.022,,,,,,
,0.047,,-0.046,0.021,0.024,,,,,,
,0.037,,-0.034,0.01,0.022,,,,,,
,0.031,,-0.026,0.004,0.021,,,,,,
,0.027,,-0.017,-0.006,0.023,,,,,,
,0.02,,-0.012,-0.008,0.019,,,,,,
,0.011,,0.012,-0.045,0.031,,,,,,
,0.008,,0.028,-0.07,0.041,,,,,,
,-0.004,,0.034,-0.064,0.028,,,,,,
,-0.014,,0.044,-0.067,0.022,,,,,,
,-0.027,,0.053,-0.066,0.012,,,,,,
,-0.036,,0.061,-0.067,0.006,,,,,,
,-0.04,,0.061,-0.063,0.0,,,,,,
,-0.039,,0.059,-0.061,0.0,,,,,,
,-0.04,,0.057,-0.055,-0.002,,,,,,
,-0.039,,0.054,-0.049,-0.005,,,,,,
,-0.04,,0.053,-0.046,-0.006,,,,,,
,-0.04,,0.049,-0.038,-0.01,,,,,,
,-0.063,,0.067,-0.038,-0.027,,,,,,
,-0.066,,0.064,-0.027,-0.035,,,,,,
,-0.088,,0.081,-0.028,-0.051,,,,,,
,-0.083,,0.068,-0.011,-0.055,,,,,,
,-0.085,,0.067,-0.005,-0.061,,,,,,
,-0.074,,0.053,0.004,-0.057,,,,,,
,-0.105,,0.085,-0.013,-0.071,,,,,,
,-0.116,,0.093,-0.011,-0.081,,,,,,
,-0.105,,0.084,-0.009,-0.073,,,,,,
,-0.097,,0.062,0.021,-0.083,,,,,,
,-0.097,,0.049,0.048,-0.097,,,,,,
,-0.107,,0.069,0.024,-0.092,,,,,,
,-0.078,,0.043,0.031,-0.074,,,,,,
,-0.057,,0.029,0.027,-0.056,,,,,,
,-0.038,,0.013,0.031,-0.044,,,,,,
,-0.031,,0.007,0.033,-0.04,,,,,,
,-0.019,,-0.003,0.036,-0.031,,,,,,
,-0.01,,-0.011,0.04,-0.027,,,,,,
,-0.01,,-0.01,0.036,-0.026,,,,,,
,-0.007,,-0.012,0.036,-0.024,,,,,,
,-0.026,,0.007,0.023,-0.031,,,,,,
,-0.075,,0.058,-0.002,-0.055,,,,,,
,-0.049,,0.033,0.007,-0.04,,,,,,
,-0.028,,0.002,0.039,-0.04,,,,,,
,-0.003,,-0.026,0.057,-0.03,,,,,,
,0.013,,-0.025,0.029,-0.004,,,,,,
,0.035,,-0.032,0.011,0.02,,,,,,
,0.053,,-0.035,-0.01,0.045,,,,,,
,0.053,,-0.042,0.003,0.037,,,,,,
,0.039,,-0.03,0.001,0.028,,,,,,
,0.032,,-0.028,0.007,0.02,,,,,,
,0.019,,-0.017,0.006,0.01,,,,,,
,0.005,,-0.007,0.007,0.0,,,,,,
,-0.016,,0.012,0.0,-0.012,,,,,,
,-0.029,,0.022,0.0,-0.021,,,,,,
,-0.056,,0.045,-0.005,-0.039,,,,,,
,-0.084,,0.064,-0.001,-0.062,,,,,,
,-0.101,,0.077,-0.001,-0.074,,,,,,
,-0.133,,0.117,-0.034,-0.082,,,,,,
,-0.129,,0.104,-0.013,-0.09,,,,,,
,-0.126,,0.088,0.013,-0.1,,,,,,
,-0.124,,0.092,0.003,-0.094,,,,,,
,-0.124,,0.091,0.005,-0.095,,,,,,
,-0.12,,0.089,0.001,-0.09,,,,,,
,-0.119,,0.09,0.0,-0.089,,,,,,
,-0.117,,0.091,-0.004,-0.085,,,,,,
,-0.113,,0.086,-0.001,-0.084,,,,,,
,-0.114,,0.09,-0.01,-0.079,,,,,,
,-0.107,,0.087,-0.014,-0.072,,,,,,
,-0.113,,0.097,-0.025,-0.072,,,,,,
,-0.1,,0.091,-0.03,-0.059,,,,,,
,-0.111,,0.111,-0.055,-0.055,,,,,,
,-0.079,,0.086,-0.054,-0.032,,,,,,
,-0.03,,0.063,-0.081,0.017,,,,,,
,-0.02,,0.074,-0.118,0.043,,,,,,
,0.029,,0.03,-0.105,0.074,,,,,,
,0.113,,-0.045,-0.079,0.125,,,,,,
,0.19,,-0.149,0.013,0.136,,,,,,
,0.257,,-0.287,0.189,0.098,,,,,,
,0.329,,-0.413,0.333,0.079,,,,,,
,0.353,,-0.463,0.397,0.066,,,,,,
,0.316,,-0.435,0.396,0.038,,,,,,
,0.222,,-0.353,0.374,-0.019,,,,,,
,-0.038,,-0.154,0.367,-0.212,,,,,,
,-0.18,,0.015,0.241,-0.255,,,,,,
,-0.181,,0.078,0.116,-0.194,,,,,,
,-0.182,,0.123,0.028,-0.15,,,,,,
,-0.132,,0.125,-0.049,-0.074,,,,,,
,-0.095,,0.111,-0.081,-0.03,,,,,,
,-0.052,,0.085,-0.09,0.005,,,,,,
,-0.04,,0.072,-0.083,0.011,,,,,,
,-0.025,,0.067,-0.096,0.028,,,,,,
,-0.013,,0.062,-0.104,0.041,,,,,,
,-0.003,,0.066,-0.127,0.06,,,,,,
,-0.003,,0.078,-0.151,0.073,,,,,,
,0.016,,0.053,-0.132,0.078,,,,,,
,-0.009,,0.079,-0.145,0.065,,,,,,
,-0.024,,0.091,-0.148,0.056,,,,,,
,-0.018,,0.085,-0.143,0.057,,,,,,
,0.005,,0.058,-0.125,0.066,,,,,,
,0.013,,0.055,-0.131,0.075,,,,,,
,0.035,,0.045,-0.145,0.099,,,,,,
,0.006,,0.082,-0.175,0.092,,,,,,
,-0.013,,0.102,-0.185,0.083,,,,,,
,-0.053,,0.128,-0.178,0.048,,,,,,
,-0.049,,0.117,-0.161,0.043,,,,,,
,-0.081,,0.136,-0.15,0.013,,,,,,
,-0.105,,0.164,-0.171,0.006,,,,,,
,-0.097,,0.15,-0.154,0.004,,,,,,
,-0.096,,0.136,-0.127,-0.007,,,,,,
,-0.095,,0.123,-0.104,-0.018,,,,,,
,-0.106,,0.13,-0.1,-0.028,,,,,,
,-0.136,,0.156,-0.109,-0.047,,,,,,
,-0.133,,0.152,-0.104,-0.047,,,,,,
,-0.123,,0.138,-0.091,-0.045,,,,,,
,-0.117,,0.13,-0.085,-0.045,,,,,,
,-0.107,,0.117,-0.073,-0.043,,,,,,
,-0.101,,0.108,-0.064,-0.043,,,,,,
,-0.092,,0.093,-0.047,-0.045,,,,,,
,-0.082,,0.081,-0.037,-0.042,,,,,,
,-0.069,,0.062,-0.021,-0.04,,,,,,
,-0.058,,0.044,0.0,-0.043,,,,,,
,-0.046,,0.018,0.033,-0.051,,,,,,
,-0.098,,0.065,0.018,-0.083,,,,,,
,-0.097,,0.065,0.017,-0.081,,,,,,
,-0.089,,0.058,0.019,-0.076,,,,,,
,-0.086,,0.054,0.019,-0.073,,,,,,
,-0.079,,0.05,0.018,-0.068,,,,,,
,-0.075,,0.044,0.023,-0.067,,,,,,
,-0.068,,0.04,0.022,-0.062,,,,,,
,-0.066,,0.039,0.021,-0.06,,,,,,
,-0.063,,0.036,0.024,-0.059,,,,,,
,-0.061,,0.035,0.021,-0.056,,,,,,
,-0.058,,0.037,0.013,-0.05,,,,,,
,-0.048,,0.002,0.069,-0.071,,,,,,
,-0.036,,-0.009,0.075,-0.064,,,,,,
,-0.024,,-0.024,0.086,-0.061,,,,,,
,-0.016,,-0.032,0.091,-0.057,,,,,,
,-0.028,,-0.023,0.09,-0.066,,,,,,
,-0.036,,-0.014,0.085,-0.069,,,,,,
,-0.05,,-0.003,0.084,-0.079,,,,,,
,-0.052,,-0.02,0.118,-0.098,,,,,,
,-0.047,,-0.043,0.157,-0.114,,,,,,
,-0.041,,-0.057,0.178,-0.12,,,,,,
,-0.037,,-0.072,0.2,-0.128,,,,,,
,-0.028,,-0.08,0.205,-0.124,,,,,,
,-0.015,,-0.088,0.201,-0.111,,,,,,
,-0.002,,-0.098,0.201,-0.102,,,,,,
,0.01,,-0.106,0.197,-0.09,,,,,,
,0.027,,-0.12,0.2,-0.078,,,,,,
,0.044,,-0.135,0.204,-0.069,,,,,,
,0.034,,-0.123,0.196,-0.071,,,,,,
,0.029,,-0.115,0.187,-0.071,,,,,,
,0.057,,-0.141,0.197,-0.054,,,,,,
,0.06,,-0.142,0.195,-0.051,,,,,,
,0.045,,-0.12,0.172,-0.051,,,,,,
,0.073,,-0.139,0.168,-0.029,,,,,,
,0.082,,-0.141,0.158,-0.017,,,,,,
,0.078,,-0.128,0.139,-0.011,,,,,,
,0.075,,-0.122,0.131,-0.009,,,,,,
,0.073,,-0.12,0.131,-0.01,,,,,,
,0.069,,-0.114,0.123,-0.009,,,,,,
,0.07,,-0.117,0.127,-0.011,,,,,,
,0.063,,-0.115,0.135,-0.019,,,,,,
,0.048,,-0.099,0.125,-0.025,,,,,,
,0.037,,-0.085,0.114,-0.029,,,,,,
,0.022,,-0.069,0.103,-0.034,,,,,,
,0.015,,-0.06,0.097,-0.036,,,,,,
,0.009,,-0.053,0.093,-0.039,,,,,,
,0.004,,-0.045,0.084,-0.038,,,,,,
,0.0,,-0.04,0.08,-0.04,,,,,,
,0.017,,-0.055,0.082,-0.027,,,,,,
,-0.027,,-0.011,0.065,-0.052,,,,,,
,-0.072,,0.007,0.095,-0.101,,,,,,
,-0.069,,0.004,0.094,-0.099,,,,,,
,-0.07,,0.005,0.094,-0.1,,,,,,
,-0.068,,0.003,0.095,-0.099,,,,,,
,-0.064,,0.0,0.098,-0.097,,,,,,
,-0.064,,0.002,0.093,-0.095,,,,,,
,-0.065,,0.003,0.093,-0.095,,,,,,
,-0.063,,0.001,0.093,-0.094,,,,,,
,-0.059,,-0.002,0.095,-0.091,,,,,,
,-0.06,,0.0,0.091,-0.091,,,,,,
,-0.059,,0.0,0.09,-0.089,,,,,,
,-0.055,,-0.003,0.09,-0.086,,,,,,
,-0.055,,-0.001,0.087,-0.085,,,,,,
,-0.054,,0.0,0.085,-0.082,,,,,,
,-0.054,,0.0,0.082,-0.081,,,,,,
,-0.048,,-0.005,0.082,-0.077,,,,,,
,-0.047,,-0.003,0.081,-0.075,,,,,,
,-0.037,,-0.013,0.082,-0.07,,,,,,
,-0.055,,0.006,0.071,-0.077,,,,,,
,-0.07,,0.022,0.061,-0.083,,,,,,
,-0.051,,0.005,0.068,-0.072,,,,,,
,-0.044,,0.0,0.069,-0.067,,,,,,
,-0.029,,-0.014,0.074,-0.059,,,,,,
,-0.031,,-0.014,0.075,-0.06,,,,,,
,-0.028,,-0.015,0.075,-0.059,,,,,,
,-0.031,,-0.014,0.074,-0.06,,,,,,
,-0.029,,-0.015,0.074,-0.059,,,,,,
,-0.038,,-0.006,0.071,-0.063,,,,,,
,-0.043,,-0.001,0.068,-0.066,,,,,,
,-0.044,,-0.001,0.068,-0.067,,,,,,
,-0.068,,0.019,0.064,-0.083,,,,,,
,-0.069,,0.01,0.084,-0.094,,,,,,
,-0.053,,-0.015,0.111,-0.095,,,,,,
,-0.088,,0.017,0.098,-0.115,,,,,,
,-0.095,,0.021,0.1,-0.122,,,,,,
,-0.083,,0.008,0.108,-0.116,,,,,,
,-0.077,,-0.008,0.132,-0.124,,,,,,
,-0.071,,-0.017,0.141,-0.124,,,,,,
,-0.084,,-0.001,0.131,-0.128,,,,,,
,-0.078,,-0.009,0.137,-0.127,,,,,,
,-0.071,,-0.013,0.135,-0.121,,,,,,
,-0.067,,-0.017,0.136,-0.118,,,,,,
,-0.06,,-0.024,0.139,-0.115,,,,,,
,-0.057,,-0.025,0.137,-0.111,,,,,,
,-0.049,,-0.026,0.128,-0.1,,,,,,
,-0.058,,-0.012,0.113,-0.099,,,,,,
,-0.077,,0.012,0.09,-0.102,,,,,,
,-0.102,,0.041,0.07,-0.111,,,,,,
,-0.108,,0.048,0.065,-0.113,,,,,,
,-0.077,,0.019,0.078,-0.096,,,,,,
,-0.103,,0.047,0.062,-0.108,,,,,,
,-0.132,,0.075,0.046,-0.121,,,,,,
,-0.114,,0.06,0.049,-0.109,,,,,,
,-0.111,,0.058,0.05,-0.108,,,,,,
,-0.101,,0.05,0.051,-0.101,,,,,,
,-0.118,,0.067,0.041,-0.108,,,,,,
,-0.114,,0.066,0.039,-0.105,,,,,,
,-0.114,,0.067,0.037,-0.104,,,,,,
,-0.108,,0.062,0.037,-0.099,,,,,,
,-0.111,,0.066,0.033,-0.1,,,,,,
,-0.104,,0.062,0.034,-0.095,,,,,,
,-0.105,,0.063,0.031,-0.094,,,,,,
,-0.099,,0.059,0.031,-0.09,,,,,,
,-0.1,,0.061,0.028,-0.089,,,,,,
,-0.097,,0.062,0.021,-0.084,,,,,,
,-0.095,,0.065,0.011,-0.076,,,,,,
,-0.094,,0.07,0.002,-0.072,,,,,,
,-0.091,,0.073,-0.009,-0.063,,,,,,
,-0.089,,0.066,0.0,-0.067,,,,,,
,-0.086,,0.056,0.016,-0.072,,,,,,
,-0.084,,0.058,0.011,-0.068,,,,,,
,-0.083,,0.056,0.013,-0.069,,,,,,
,-0.078,,0.054,0.008,-0.063,,,,,,
,-0.08,,0.055,0.011,-0.066,,,,,,
,-0.075,,0.053,0.007,-0.06,,,,,,
,-0.075,,0.053,0.008,-0.06,,,,,,
,-0.07,,0.048,0.009,-0.057,,,,,,
,-0.07,,0.049,0.007,-0.056,,,,,,
,-0.068,,0.048,0.004,-0.053,,,,,,
,-0.064,,0.043,0.008,-0.052,,,,,,
,-0.065,,0.048,0.002,-0.049,,,,,,
,-0.057,,0.04,0.007,-0.046,,,,,,
,-0.039,,0.023,0.015,-0.037,,,,,,
,-0.025,,0.013,0.014,-0.025,,,,,,
,-0.008,,0.003,0.006,-0.009,,,,,,
,0.009,,-0.01,0.005,0.004,,,,,,
,0.03,,-0.022,-0.001,0.023,,,,,,
,0.048,,-0.034,-0.004,0.038,,,,,,
,0.068,,-0.036,-0.028,0.065,,,,,,
,0.055,,-0.024,-0.035,0.059,,,,,,
,0.044,,-0.015,-0.036,0.051,,,,,,
,0.028,,-0.002,-0.038,0.04,,,,,,
,0.024,,0.0,-0.036,0.036,,,,,,
,0.039,,-0.017,-0.024,0.041,,,,,,
,0.027,,-0.004,-0.032,0.036,,,,,,
,0.025,,-0.004,-0.031,0.034,,,,,,
,0.017,,0.004,-0.037,0.031,,,,,,
,0.014,,0.006,-0.036,0.029,,,,,,
,0.007,,0.014,-0.042,0.026,,,,,,
,0.004,,0.019,-0.045,0.025,,,,,,
,-0.002,,0.033,-0.062,0.028,,,,,,
,-0.01,,0.038,-0.062,0.023,,,,,,
,-0.018,,0.057,-0.088,0.03,,,,,,
,-0.029,,0.075,-0.107,0.031,,,,,,
,-0.056,,0.095,-0.107,0.01,,,,,,
,-0.066,,0.102,-0.107,0.003,,,,,,
,-0.066,,0.1,-0.101,0.0,,,,,,
,-0.086,,0.117,-0.106,-0.01,,,,,,
,-0.09,,0.119,-0.102,-0.015,,,,,,
,-0.114,,0.141,-0.11,-0.03,,,,,,
,-0.103,,0.127,-0.099,-0.027,,,,,,
,-0.103,,0.129,-0.104,-0.025,,,,,,
,-0.096,,0.136,-0.127,-0.008,,,,,,
,-0.092,,0.135,-0.133,-0.002,,,,,,
,-0.086,,0.13,-0.132,0.0,,,,,,
,-0.084,,0.131,-0.136,0.004,,,,,,
,-0.067,,0.113,-0.126,0.011,,,,,,
,-0.056,,0.099,-0.113,0.014,,,,,,
,-0.031,,0.1,-0.153,0.052,,,,,,
,0.017,,0.087,-0.202,0.114,,,,,,
,0.051,,0.047,-0.174,0.125,,,,,,
,0.13,,-0.023,-0.147,0.171,,,,,,
,0.211,,-0.144,-0.03,0.173,,,,,,
,0.283,,-0.279,0.133,0.145,,,,,,
,0.341,,-0.407,0.301,0.105,,,,,,
,0.327,,-0.449,0.406,0.042,,,,,,
,0.317,,-0.454,0.431,0.022,,,,,,
,0.255,,-0.397,0.411,-0.013,,,,,,
,0.001,,-0.195,0.389,-0.193,,,,,,
,-0.201,,0.019,0.264,-0.282,,,,,,
,-0.221,,0.1,0.131,-0.231,,,,,,
,-0.212,,0.133,0.054,-0.186,,,,,,
,-0.145,,0.112,-0.008,-0.104,,,,,,
,-0.117,,0.103,-0.03,-0.073,,,,,,
,-0.102,,0.096,-0.039,-0.057,,,,,,
,-0.089,,0.091,-0.05,-0.041,,,,,,
,-0.081,,0.092,-0.064,-0.027,,,,,,
,-0.078,,0.093,-0.068,-0.024,,,,,,
,-0.07,,0.086,-0.066,-0.019,,,,,,
,-0.067,,0.084,-0.068,-0.016,,,,,,
,-0.063,,0.081,-0.068,-0.013,,,,,,
,-0.065,,0.089,-0.08,-0.008,,,,,,
,-0.064,,0.089,-0.082,-0.005,,,,,,
,-0.065,,0.093,-0.089,-0.004,,,,,,
,-0.064,,0.105,-0.113,0.008,,,,,,
,-0.066,,0.105,-0.111,0.005,,,,,,
,-0.062,,0.099,-0.106,0.006,,,,,,
,-0.06,,0.095,-0.101,0.005,,,,,,
,-0.059,,0.093,-0.096,0.003,,,,,,
,-0.06,,0.091,-0.094,0.001,,,,,,
,-0.059,,0.091,-0.094,0.002,,,,,,
,-0.06,,0.09,-0.09,0.0,,,,,,
,-0.059,,0.089,-0.089,0.0,,,,,,
,-0.06,,0.09,-0.09,0.0,,,,,,
,-0.059,,0.087,-0.086,-0.001,,,,,,
,-0.06,,0.087,-0.085,-0.002,,,,,,
,-0.059,,0.086,-0.084,-0.002,,,,,,
,-0.057,,0.087,-0.089,0.002,,,,,,
,-0.053,,0.09,-0.1,0.009,,,,,,
,-0.055,,0.09,-0.097,0.006,,,,,,
,-0.054,,0.088,-0.095,0.006,,,,,,
,-0.051,,0.083,-0.089,0.005,,,,,,
,-0.048,,0.08,-0.089,0.007,,,,,,
,-0.05,,0.084,-0.094,0.008,,,,,,
,-0.048,,0.099,-0.124,0.025,,,,,,
,-0.046,,0.095,-0.121,0.025,,,,,,
,-0.043,,0.094,-0.122,0.028,,,,,,
,-0.046,,0.096,-0.122,0.026,,,,,,
,-0.043,,0.09,-0.115,0.025,,,,,,
,-0.041,,0.082,-0.103,0.02,,,,,,
,-0.038,,0.095,-0.135,0.038,,,,,,
,-0.036,,0.098,-0.142,0.044,,,,,,
,-0.032,,0.095,-0.141,0.046,,,,,,
,-0.03,,0.092,-0.139,0.045,,,,,,
,-0.027,,0.09,-0.14,0.049,,,,,,
,-0.046,,0.111,-0.152,0.041,,,,,,
,-0.045,,0.111,-0.153,0.042,,,,,,
,-0.034,,0.099,-0.146,0.047,,,,,,
,-0.028,,0.094,-0.146,0.052,,,,,,
