I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.029,-0.055,-0.026,,,,,,,,,
-0.031,-0.055,-0.024,,,,,,,,,
-0.035,-0.055,-0.02,,,,,,,,,
-0.035,-0.055,-0.02,,,,,,,,,
-0.035,-0.055,-0.02,,,,,,,,,
-0.035,-0.055,-0.02,,,,,,,,,
-0.036,-0.055,-0.019,,,,,,,,,
-0.04,-0.055,-0.015,,,,,,,,,
-0.04,-0.055,-0.015,,,,,,,,,
-0.039,-0.055,-0.016,,,,,,,,,
-0.042,-0.055,-0.013,,,,,,,,,
-0.045,-0.055,-0.01,,,,,,,,,
-0.045,-0.055,-0.01,,,,,,,,,
-0.045,-0.055,-0.01,,,,,,,,,
-0.046,-0.055,-0.009,,,,,,,,,
-0.041,-0.055,-0.014,,,,,,,,,
-0.026,-0.055,-0.029,,,,,,,,,
-0.015,-0.055,-0.04,,,,,,,,,
-0.019,-0.055,-0.036,,,,,,,,,
-0.018,-0.052,-0.034,,,,,,,,,
-0.014,-0.049,-0.035,,,,,,,,,
-0.015,-0.05,-0.035,,,,,,,,,
-0.015,-0.05,-0.035,,,,,,,,,
-0.015,-0.05,-0.035,,,,,,,,,
-0.015,-0.05,-0.035,,,,,,,,,
-0.015,-0.05,-0.035,,,,,,,,,
-0.016,-0.05,-0.034,,,,,,,,,
-0.02,-0.05,-0.03,,,,,,,,,
-0.02,-0.05,-0.03,,,,,,,,,
-0.02,-0.05,-0.03,,,,,,,,,
-0.02,-0.05,-0.03,,,,,,,,,
-0.02,-0.05,-0.03,,,,,,,,,
-0.02,-0.05,-0.03,,,,,,,,,
-0.02,-0.05,-0.03,,,,,,,,,
-0.022,-0.05,-0.028,,,,,,,,,
-0.013,-0.05,-0.037,,,,,,,,,
0.002,-0.05,-0.052,,,,,,,,,
0.0,-0.05,-0.05,,,,,,,,,
-0.003,-0.05,-0.047,,,,,,,,,
0.016,-0.05,-0.066,,,,,,,,,
0.026,-0.05,-0.076,,,,,,,,,
0.019,-0.05,-0.069,,,,,,,,,
0.02,-0.05,-0.07,,,,,,,,,
0.016,-0.05,-0.066,,,,,,,,,
0.014,-0.05,-0.064,,,,,,,,,
0.015,-0.05,-0.066,,,,,,,,,
0.015,-0.049,-0.064,,,,,,,,,
0.015,-0.045,-0.06,,,,,,,,,
0.015,-0.045,-0.06,,,,,,,,,
0.012,-0.045,-0.057,,,,,,,,,
0.009,-0.045,-0.054,,,,,,,,,
0.011,-0.044,-0.055,,,,,,,,,
0.015,-0.04,-0.055,,,,,,,,,
0.011,-0.04,-0.051,,,,,,,,,
0.01,-0.04,-0.05,,,,,,,,,
0.008,-0.04,-0.048,,,,,,,,,
0.004,-0.04,-0.044,,,,,,,,,
0.005,-0.04,-0.045,,,,,,,,,
0.01,-0.036,-0.045,,,,,,,,,
0.007,-0.035,-0.042,,,,,,,,,
0.004,-0.035,-0.039,,,,,,,,,
0.005,-0.035,-0.04,,,,,,,,,
0.005,-0.035,-0.04,,,,,,,,,
0.005,-0.031,-0.036,,,,,,,,,
0.005,-0.03,-0.034,,,,,,,,,
0.005,-0.03,-0.036,,,,,,,,,
0.004,-0.03,-0.034,,,,,,,,,
0.0,-0.03,-0.03,,,,,,,,,
-0.001,-0.031,-0.03,,,,,,,,,
0.006,-0.025,-0.031,,,,,,,,,
0.013,-0.015,-0.028,,,,,,,,,
0.016,-0.009,-0.025,,,,,,,,,
0.02,-0.005,-0.025,,,,,,,,,
0.023,0.003,-0.021,,,,,,,,,
0.032,0.011,-0.02,,,,,,,,,
0.036,0.018,-0.018,,,,,,,,,
0.035,0.02,-0.015,,,,,,,,,
0.035,0.02,-0.015,,,,,,,,,
0.028,0.02,-0.007,,,,,,,,,
0.017,0.018,0.001,,,,,,,,,
0.019,0.028,0.009,,,,,,,,,
0.024,0.041,0.017,,,,,,,,,
0.01,0.035,0.025,,,,,,,,,
-0.005,0.028,0.033,,,,,,,,,
0.007,0.048,0.041,,,,,,,,,
0.017,0.066,0.048,,,,,,,,,
0.015,0.064,0.049,,,,,,,,,
0.01,0.065,0.055,,,,,,,,,
-0.005,0.089,0.094,,,,,,,,,
0.009,0.105,0.095,,,,,,,,,
0.023,0.102,0.079,,,,,,,,,
0.02,0.093,0.073,,,,,,,,,
0.025,0.085,0.06,,,,,,,,,
0.029,0.081,0.052,,,,,,,,,
0.034,0.075,0.041,,,,,,,,,
0.035,0.065,0.031,,,,,,,,,
0.037,0.059,0.022,,,,,,,,,
0.045,0.055,0.01,,,,,,,,,
0.042,0.043,0.002,,,,,,,,,
0.036,0.03,-0.006,,,,,,,,,
0.035,0.021,-0.014,,,,,,,,,
0.035,0.012,-0.023,,,,,,,,,
0.04,0.0,-0.04,,,,,,,,,
0.053,-0.012,-0.066,,,,,,,,,
0.051,-0.021,-0.072,,,,,,,,,
0.039,-0.03,-0.069,,,,,,,,,
0.026,-0.044,-0.07,,,,,,,,,
0.01,-0.06,-0.07,,,,,,,,,
0.001,-0.069,-0.07,,,,,,,,,
-0.003,-0.073,-0.07,,,,,,,,,
-0.007,-0.077,-0.07,,,,,,,,,
-0.011,-0.081,-0.07,,,,,,,,,
-0.015,-0.085,-0.07,,,,,,,,,
-0.019,-0.089,-0.07,,,,,,,,,
-0.02,-0.09,-0.07,,,,,,,,,
-0.021,-0.09,-0.069,,,,,,,,,
-0.018,-0.09,-0.071,,,,,,,,,
-0.01,-0.09,-0.08,,,,,,,,,
-0.013,-0.098,-0.085,,,,,,,,,
-0.022,-0.104,-0.082,,,,,,,,,
-0.024,-0.103,-0.079,,,,,,,,,
-0.019,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.021,-0.1,-0.08,,,,,,,,,
-0.019,-0.1,-0.081,,,,,,,,,
-0.015,-0.1,-0.085,,,,,,,,,
-0.022,-0.108,-0.085,,,,,,,,,
-0.03,-0.117,-0.088,,,,,,,,,
-0.012,-0.138,-0.125,,,,,,,,,
0.006,-0.167,-0.173,,,,,,,,,
-0.01,-0.195,-0.185,,,,,,,,,
-0.021,-0.225,-0.204,,,,,,,,,
-0.007,-0.234,-0.227,,,,,,,,,
-0.016,-0.24,-0.224,,,,,,,,,
-0.026,-0.235,-0.208,,,,,,,,,
0.01,-0.18,-0.19,,,,,,,,,
0.023,-0.083,-0.106,,,,,,,,,
0.038,0.032,-0.005,,,,,,,,,
0.047,0.146,0.099,,,,,,,,,
0.062,0.277,0.215,,,,,,,,,
0.1,0.42,0.32,,,,,,,,,
0.123,0.499,0.376,,,,,,,,,
0.163,0.573,0.41,,,,,,,,,
0.201,0.657,0.456,,,,,,,,,
0.209,0.742,0.532,,,,,,,,,
0.2,0.84,0.64,,,,,,,,,
0.193,0.961,0.768,,,,,,,,,
0.14,1.062,0.922,,,,,,,,,
0.079,1.13,1.051,,,,,,,,,
0.068,1.146,1.079,,,,,,,,,
0.065,1.085,1.02,,,,,,,,,
-0.027,0.954,0.982,,,,,,,,,
-0.085,0.722,0.808,,,,,,,,,
-0.107,0.517,0.624,,,,,,,,,
-0.148,0.39,0.537,,,,,,,,,
-0.2,0.275,0.475,,,,,,,,,
-0.23,0.185,0.415,,,,,,,,,
-0.249,0.103,0.352,,,,,,,,,
-0.241,0.015,0.256,,,,,,,,,
-0.215,-0.069,0.146,,,,,,,,,
-0.205,-0.13,0.075,,,,,,,,,
-0.194,-0.163,0.031,,,,,,,,,
-0.14,-0.158,-0.018,,,,,,,,,
-0.108,-0.145,-0.037,,,,,,,,,
-0.099,-0.138,-0.04,,,,,,,,,
-0.06,-0.13,-0.07,,,,,,,,,
-0.046,-0.122,-0.076,,,,,,,,,
-0.04,-0.114,-0.075,,,,,,,,,
-0.03,-0.105,-0.075,,,,,,,,,
-0.024,-0.099,-0.075,,,,,,,,,
-0.025,-0.1,-0.075,,,,,,,,,
-0.026,-0.1,-0.074,,,,,,,,,
-0.022,-0.1,-0.078,,,,,,,,,
-0.034,-0.1,-0.066,,,,,,,,,
-0.035,-0.1,-0.065,,,,,,,,,
-0.005,-0.1,-0.095,,,,,,,,,
-0.008,-0.1,-0.092,,,,,,,,,
-0.011,-0.1,-0.089,,,,,,,,,
-0.01,-0.1,-0.09,,,,,,,,,
-0.01,-0.1,-0.09,,,,,,,,,
-0.01,-0.1,-0.09,,,,,,,,,
-0.01,-0.1,-0.09,,,,,,,,,
-0.013,-0.1,-0.087,,,,,,,,,
-0.016,-0.1,-0.084,,,,,,,,,
-0.015,-0.1,-0.085,,,,,,,,,
-0.015,-0.1,-0.085,,,,,,,,,
-0.015,-0.1,-0.085,,,,,,,,,
-0.015,-0.1,-0.085,,,,,,,,,
-0.015,-0.1,-0.085,,,,,,,,,
-0.016,-0.1,-0.084,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.02,-0.1,-0.08,,,,,,,,,
-0.025,-0.1,-0.076,,,,,,,,,
-0.022,-0.097,-0.075,,,,,,,,,
-0.02,-0.095,-0.075,,,,,,,,,
-0.019,-0.094,-0.075,,,,,,,,,
-0.015,-0.09,-0.075,,,,,,,,,
-0.015,-0.09,-0.075,,,,,,,,,
-0.015,-0.091,-0.076,,,,,,,,,
-0.015,-0.088,-0.073,,,,,,,,,
-0.015,-0.085,-0.07,,,,,,,,,
-0.015,-0.085,-0.07,,,,,,,,,
-0.016,-0.085,-0.07,,,,,,,,,
-0.012,-0.082,-0.07,,,,,,,,,
-0.01,-0.079,-0.069,,,,,,,,,
0.0,-0.08,-0.081,,,,,,,,,
0.025,-0.08,-0.105,,,,,,,,,
0.022,-0.076,-0.098,,,,,,,,,
0.017,-0.074,-0.091,,,,,,,,,
0.011,-0.076,-0.086,,,,,,,,,
0.005,-0.074,-0.079,,,,,,,,,
0.005,-0.07,-0.075,,,,,,,,,
-0.003,-0.07,-0.067,,,,,,,,,
-0.007,-0.07,-0.063,,,,,,,,,
-0.017,-0.07,-0.053,,,,,,,,,
-0.015,-0.069,-0.054,,,,,,,,,
0.015,-0.065,-0.08,,,,,,,,,
0.012,-0.065,-0.077,,,,,,,,,
0.009,-0.065,-0.074,,,,,,,,,
0.01,-0.065,-0.075,,,,,,,,,
0.011,-0.064,-0.075,,,,,,,,,
0.015,-0.06,-0.075,,,,,,,,,
0.015,-0.06,-0.075,,,,,,,,,
0.015,-0.06,-0.075,,,,,,,,,
0.015,-0.06,-0.075,,,,,,,,,
0.015,-0.06,-0.075,,,,,,,,,
0.015,-0.06,-0.075,,,,,,,,,
0.019,-0.056,-0.075,,,,,,,,,
0.02,-0.055,-0.075,,,,,,,,,
0.02,-0.055,-0.075,,,,,,,,,
0.019,-0.055,-0.074,,,,,,,,,
0.015,-0.055,-0.07,,,,,,,,,
0.019,-0.051,-0.07,,,,,,,,,
0.021,-0.05,-0.07,,,,,,,,,
0.02,-0.05,-0.07,,,,,,,,,
0.02,-0.05,-0.07,,,,,,,,,
0.02,-0.05,-0.07,,,,,,,,,
0.02,-0.05,-0.07,,,,,,,,,
0.023,-0.047,-0.07,,,,,,,,,
0.025,-0.045,-0.07,,,,,,,,,
0.026,-0.044,-0.07,,,,,,,,,
0.03,-0.04,-0.07,,,,,,,,,
0.03,-0.04,-0.07,,,,,,,,,
0.033,-0.037,-0.07,,,,,,,,,
0.035,-0.035,-0.07,,,,,,,,,
0.036,-0.034,-0.07,,,,,,,,,
0.04,-0.03,-0.07,,,,,,,,,
0.04,-0.03,-0.07,,,,,,,,,
0.043,-0.027,-0.07,,,,,,,,,
0.045,-0.025,-0.07,,,,,,,,,
0.046,-0.024,-0.07,,,,,,,,,
0.055,-0.015,-0.07,,,,,,,,,
0.059,-0.006,-0.066,,,,,,,,,
0.063,-0.002,-0.065,,,,,,,,,
0.067,0.003,-0.063,,,,,,,,,
0.072,0.012,-0.059,,,,,,,,,
0.08,0.02,-0.06,,,,,,,,,
0.084,0.024,-0.061,,,,,,,,,
0.088,0.031,-0.057,,,,,,,,,
0.092,0.037,-0.055,,,,,,,,,
0.095,0.041,-0.054,,,,,,,,,
0.095,0.045,-0.05,,,,,,,,,
0.094,0.045,-0.05,,,,,,,,,
0.1,0.048,-0.051,,,,,,,,,
0.096,0.049,-0.046,,,,,,,,,
0.091,0.052,-0.039,,,,,,,,,
0.105,0.07,-0.035,,,,,,,,,
0.114,0.087,-0.027,,,,,,,,,
0.119,0.097,-0.022,,,,,,,,,
0.119,0.102,-0.016,,,,,,,,,
0.114,0.106,-0.009,,,,,,,,,
0.115,0.11,-0.005,,,,,,,,,
0.119,0.118,-0.001,,,,,,,,,
0.122,0.121,0.0,,,,,,,,,
0.116,0.118,0.002,,,,,,,,,
0.118,0.124,0.005,,,,,,,,,
0.135,0.14,0.005,,,,,,,,,
0.127,0.137,0.009,,,,,,,,,
0.125,0.134,0.009,,,,,,,,,
0.122,0.135,0.013,,,,,,,,,
0.113,0.135,0.021,,,,,,,,,
0.11,0.135,0.025,,,,,,,,,
0.108,0.142,0.033,,,,,,,,,
0.12,0.159,0.038,,,,,,,,,
0.123,0.165,0.042,,,,,,,,,
0.113,0.159,0.045,,,,,,,,,
0.11,0.155,0.045,,,,,,,,,
0.106,0.151,0.045,,,,,,,,,
0.105,0.15,0.045,,,,,,,,,
0.102,0.149,0.047,,,,,,,,,
0.093,0.144,0.051,,,,,,,,,
0.09,0.14,0.05,,,,,,,,,
0.092,0.14,0.048,,,,,,,,,
0.075,0.138,0.063,,,,,,,,,
0.062,0.132,0.07,,,,,,,,,
0.066,0.13,0.064,,,,,,,,,
0.065,0.13,0.065,,,,,,,,,
0.057,0.122,0.066,,,,,,,,,
0.052,0.114,0.062,,,,,,,,,
0.047,0.106,0.059,,,,,,,,,
0.037,0.098,0.061,,,,,,,,,
0.03,0.09,0.06,,,,,,,,,
0.034,0.082,0.048,,,,,,,,,
0.036,0.074,0.038,,,,,,,,,
0.035,0.066,0.031,,,,,,,,,
0.035,0.058,0.023,,,,,,,,,
0.035,0.05,0.015,,,,,,,,,
0.039,0.046,0.007,,,,,,,,,
0.042,0.04,-0.002,,,,,,,,,
0.035,0.031,-0.004,,,,,,,,,
0.022,0.024,0.001,,,,,,,,,
0.015,0.02,0.005,,,,,,,,,
0.007,0.016,0.009,,,,,,,,,
0.001,0.012,0.011,,,,,,,,,
0.002,0.008,0.006,,,,,,,,,
0.005,0.004,-0.001,,,,,,,,,
0.005,0.0,-0.005,,,,,,,,,
0.009,-0.004,-0.013,,,,,,,,,
0.014,-0.005,-0.019,,,,,,,,,
0.013,-0.007,-0.02,,,,,,,,,
0.01,-0.01,-0.02,,,,,,,,,
0.01,-0.01,-0.02,,,,,,,,,
0.006,-0.014,-0.02,,,,,,,,,
0.005,-0.015,-0.02,,,,,,,,,
0.003,-0.017,-0.02,,,,,,,,,
-0.001,-0.021,-0.02,,,,,,,,,
0.0,-0.02,-0.02,,,,,,,,,
0.001,-0.019,-0.02,,,,,,,,,
-0.003,-0.023,-0.02,,,,,,,,,
-0.005,-0.025,-0.02,,,,,,,,,
-0.006,-0.026,-0.02,,,,,,,,,
-0.01,-0.03,-0.02,,,,,,,,,
-0.01,-0.03,-0.02,,,,,,,,,
-0.013,-0.033,-0.02,,,,,,,,,
-0.015,-0.035,-0.02,,,,,,,,,
-0.015,-0.035,-0.02,,,,,,,,,
-0.015,-0.035,-0.02,,,,,,,,,
-0.011,-0.031,-0.02,,,,,,,,,
-0.01,-0.03,-0.02,,,,,,,,,
-0.01,-0.03,-0.02,,,,,,,,,
-0.01,-0.03,-0.02,,,,,,,,,
-0.01,-0.03,-0.02,,,,,,,,,
-0.01,-0.03,-0.02,,,,,,,,,
-0.01,-0.03,-0.02,,,,,,,,,
-0.01,-0.03,-0.02,,,,,,,,,
-0.01,-0.03,-0.02,,,,,,,,,
-0.01,-0.03,-0.02,,,,,,,,,
-0.014,-0.03,-0.016,,,,,,,,,
-0.016,-0.03,-0.014,,,,,,,,,
-0.014,-0.03,-0.016,,,,,,,,,
-0.016,-0.03,-0.014,,,,,,,,,
-0.02,-0.03,-0.01,,,,,,,,,
-0.02,-0.03,-0.01,,,,,,,,,
-0.019,-0.03,-0.011,,,,,,,,,
-0.022,-0.03,-0.008,,,,,,,,,
-0.025,-0.03,-0.005,,,,,,,,,
-0.025,-0.03,-0.005,,,,,,,,,
-0.025,-0.03,-0.005,,,,,,,,,
-0.028,-0.03,-0.002,,,,,,,,,
-0.031,-0.03,0.001,,,,,,,,,
-0.03,-0.03,0.0,,,,,,,,,
-0.03,-0.03,0.0,,,,,,,,,
-0.034,-0.03,0.004,,,,,,,,,
-0.036,-0.03,0.006,,,,,,,,,
-0.034,-0.03,0.004,,,,,,,,,
-0.036,-0.03,0.006,,,,,,,,,
-0.04,-0.03,0.01,,,,,,,,,
-0.04,-0.03,0.01,,,,,,,,,
-0.039,-0.03,0.009,,,,,,,,,
-0.042,-0.03,0.012,,,,,,,,,
-0.046,-0.03,0.016,,,,,,,,,
-0.045,-0.03,0.015,,,,,,,,,
-0.044,-0.03,0.014,,,,,,,,,
-0.05,-0.03,0.02,,,,,,,,,
-0.029,-0.03,-0.001,,,,,,,,,
-0.003,-0.03,-0.027,,,,,,,,,
-0.015,-0.03,-0.015,,,,,,,,,
-0.019,-0.03,-0.011,,,,,,,,,
-0.025,-0.03,-0.005,,,,,,,,,
-0.034,-0.03,0.004,,,,,,,,,
-0.034,-0.03,0.004,,,,,,,,,
-0.025,-0.03,-0.005,,,,,,,,,
-0.017,-0.03,-0.013,,,,,,,,,
-0.009,-0.03,-0.021,,,,,,,,,
-0.002,-0.03,-0.028,,,,,,,,,
-0.001,-0.03,-0.029,,,,,,,,,
-0.01,-0.03,-0.02,,,,,,,,,
-0.018,-0.03,-0.012,,,,,,,,,
-0.026,-0.03,-0.004,,,,,,,,,
-0.034,-0.03,0.003,,,,,,,,,
-0.034,-0.03,0.004,,,,,,,,,
-0.025,-0.03,-0.005,,,,,,,,,
-0.021,-0.034,-0.013,,,,,,,,,
-0.014,-0.035,-0.021,,,,,,,,,
-0.007,-0.035,-0.028,,,,,,,,,
-0.006,-0.035,-0.029,,,,,,,,,
-0.01,-0.035,-0.025,,,,,,,,,
-0.01,-0.035,-0.025,,,,,,,,,
-0.01,-0.035,-0.025,,,,,,,,,
-0.01,-0.035,-0.025,,,,,,,,,
-0.009,-0.035,-0.026,,,,,,,,,
-0.005,-0.035,-0.03,,,,,,,,,
-0.005,-0.035,-0.03,,,,,,,,,
-0.005,-0.035,-0.03,,,,,,,,,
-0.005,-0.035,-0.03,,,,,,,,,
-0.006,-0.036,-0.03,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.009,-0.039,-0.03,,,,,,,,,
-0.012,-0.042,-0.03,,,,,,,,,
-0.015,-0.045,-0.03,,,,,,,,,
-0.015,-0.045,-0.03,,,,,,,,,
-0.019,-0.049,-0.03,,,,,,,,,
-0.02,-0.05,-0.03,,,,,,,,,
-0.02,-0.05,-0.03,,,,,,,,,
-0.02,-0.05,-0.03,,,,,,,,,
-0.02,-0.05,-0.03,,,,,,,,,
-0.02,-0.05,-0.03,,,,,,,,,
-0.023,-0.05,-0.027,,,,,,,,,
-0.026,-0.05,-0.024,,,,,,,,,
-0.025,-0.05,-0.025,,,,,,,,,
-0.025,-0.05,-0.025,,,,,,,,,
-0.025,-0.05,-0.025,,,,,,,,,
-0.024,-0.05,-0.026,,,,,,,,,
-0.027,-0.05,-0.022,,,,,,,,,
-0.021,-0.051,-0.03,,,,,,,,,
0.0,-0.055,-0.055,,,,,,,,,
-0.003,-0.055,-0.052,,,,,,,,,
-0.006,-0.055,-0.049,,,,,,,,,
-0.005,-0.055,-0.05,,,,,,,,,
-0.005,-0.055,-0.05,,,,,,,,,
-0.005,-0.055,-0.05,,,,,,,,,
-0.005,-0.055,-0.05,,,,,,,,,
-0.005,-0.055,-0.05,,,,,,,,,
-0.005,-0.055,-0.05,,,,,,,,,
-0.006,-0.055,-0.049,,,,,,,,,
-0.01,-0.055,-0.045,,,,,,,,,
-0.01,-0.055,-0.045,,,,,,,,,
-0.01,-0.056,-0.045,,,,,,,,,
-0.008,-0.053,-0.045,,,,,,,,,
-0.005,-0.05,-0.045,,,,,,,,,
-0.005,-0.05,-0.045,,,,,,,,,
-0.005,-0.05,-0.045,,,,,,,,,
-0.004,-0.05,-0.046,,,,,,,,,
-0.007,-0.05,-0.043,,,,,,,,,
-0.011,-0.05,-0.04,,,,,,,,,
-0.01,-0.05,-0.04,,,,,,,,,
-0.006,-0.046,-0.04,,,,,,,,,
-0.005,-0.045,-0.04,,,,,,,,,
-0.005,-0.045,-0.04,,,,,,,,,
-0.005,-0.045,-0.04,,,,,,,,,
-0.005,-0.045,-0.04,,,,,,,,,
-0.005,-0.045,-0.04,,,,,,,,,
-0.005,-0.046,-0.04,,,,,,,,,
-0.005,-0.043,-0.038,,,,,,,,,
-0.006,-0.04,-0.034,,,,,,,,,
-0.01,-0.04,-0.03,,,,,,,,,
-0.014,-0.04,-0.026,,,,,,,,,
-0.015,-0.04,-0.025,,,,,,,,,
-0.016,-0.04,-0.024,,,,,,,,,
-0.022,-0.04,-0.019,,,,,,,,,
-0.025,-0.04,-0.015,,,,,,,,,
-0.017,-0.032,-0.015,,,,,,,,,
-0.011,-0.024,-0.013,,,,,,,,,
-0.009,-0.016,-0.007,,,,,,,,,
-0.002,-0.008,-0.006,,,,,,,,,
0.005,0.0,-0.005,,,,,,,,,
-0.012,0.008,0.02,,,,,,,,,
-0.011,0.016,0.028,,,,,,,,,
-0.001,0.023,0.024,,,,,,,,,
0.0,0.025,0.025,,,,,,,,,
0.0,0.025,0.025,,,,,,,,,
0.004,0.029,0.025,,,,,,,,,
0.005,0.03,0.025,,,,,,,,,
0.007,0.032,0.025,,,,,,,,,
0.01,0.035,0.025,,,,,,,,,
0.01,0.035,0.025,,,,,,,,,
0.013,0.039,0.027,,,,,,,,,
0.025,0.04,0.014,,,,,,,,,
0.029,0.043,0.014,,,,,,,,,
0.016,0.052,0.036,,,,,,,,,
0.005,0.055,0.05,,,,,,,,,
0.007,0.058,0.052,,,,,,,,,
-0.012,0.065,0.077,,,,,,,,,
-0.032,0.06,0.092,,,,,,,,,
-0.017,0.066,0.083,,,,,,,,,
0.02,0.1,0.08,,,,,,,,,
0.018,0.094,0.076,,,,,,,,,
0.014,0.086,0.072,,,,,,,,,
0.014,0.081,0.068,,,,,,,,,
0.009,0.074,0.064,,,,,,,,,
0.01,0.07,0.06,,,,,,,,,
0.01,0.062,0.052,,,,,,,,,
0.01,0.058,0.048,,,,,,,,,
0.009,0.048,0.04,,,,,,,,,
0.003,0.031,0.028,,,,,,,,,
-0.005,0.015,0.02,,,,,,,,,
-0.008,-0.001,0.008,,,,,,,,,
-0.017,-0.018,-0.001,,,,,,,,,
-0.018,-0.028,-0.011,,,,,,,,,
-0.008,-0.03,-0.023,,,,,,,,,
-0.005,-0.035,-0.03,,,,,,,,,
-0.016,-0.043,-0.027,,,,,,,,,
-0.028,-0.048,-0.02,,,,,,,,,
-0.029,-0.069,-0.04,,,,,,,,,
-0.024,-0.094,-0.069,,,,,,,,,
-0.025,-0.095,-0.07,,,,,,,,,
-0.025,-0.095,-0.07,,,,,,,,,
-0.025,-0.095,-0.07,,,,,,,,,
-0.025,-0.095,-0.07,,,,,,,,,
-0.025,-0.095,-0.07,,,,,,,,,
-0.025,-0.095,-0.07,,,,,,,,,
-0.024,-0.095,-0.07,,,,,,,,,
-0.029,-0.098,-0.069,,,,,,,,,
-0.029,-0.101,-0.072,,,,,,,,,
-0.024,-0.1,-0.075,,,,,,,,,
-0.025,-0.1,-0.075,,,,,,,,,
-0.029,-0.104,-0.075,,,,,,,,,
-0.03,-0.106,-0.075,,,,,,,,,
-0.03,-0.105,-0.075,,,,,,,,,
-0.031,-0.106,-0.075,,,,,,,,,
-0.035,-0.11,-0.075,,,,,,,,,
-0.039,-0.114,-0.075,,,,,,,,,
-0.04,-0.119,-0.078,,,,,,,,,
-0.039,-0.12,-0.081,,,,,,,,,
-0.041,-0.121,-0.08,,,,,,,,,
-0.045,-0.125,-0.08,,,,,,,,,
-0.045,-0.125,-0.08,,,,,,,,,
-0.045,-0.125,-0.08,,,,,,,,,
-0.045,-0.125,-0.08,,,,,,,,,
-0.045,-0.125,-0.08,,,,,,,,,
-0.045,-0.125,-0.08,,,,,,,,,
-0.045,-0.125,-0.08,,,,,,,,,
-0.045,-0.125,-0.08,,,,,,,,,
-0.045,-0.125,-0.08,,,,,,,,,
-0.045,-0.125,-0.08,,,,,,,,,
-0.045,-0.125,-0.08,,,,,,,,,
-0.045,-0.125,-0.08,,,,,,,,,
-0.048,-0.128,-0.08,,,,,,,,,
-0.05,-0.13,-0.08,,,,,,,,,
-0.05,-0.13,-0.08,,,,,,,,,
-0.05,-0.14,-0.09,,,,,,,,,
-0.039,-0.169,-0.13,,,,,,,,,
-0.026,-0.22,-0.193,,,,,,,,,
-0.045,-0.263,-0.218,,,,,,,,,
-0.056,-0.266,-0.21,,,,,,,,,
-0.035,-0.24,-0.205,,,,,,,,,
-0.068,-0.226,-0.158,,,,,,,,,
-0.037,-0.152,-0.115,,,,,,,,,
0.0,-0.052,-0.052,,,,,,,,,
0.002,0.038,0.036,,,,,,,,,
0.025,0.15,0.125,,,,,,,,,
0.061,0.3,0.239,,,,,,,,,
0.092,0.418,0.326,,,,,,,,,
0.117,0.496,0.379,,,,,,,,,
0.141,0.57,0.429,,,,,,,,,
0.165,0.66,0.495,,,,,,,,,
0.188,0.751,0.562,,,,,,,,,
0.212,0.854,0.642,,,,,,,,,
0.189,0.967,0.777,,,,,,,,,
0.133,1.077,0.944,,,,,,,,,
0.09,1.155,1.065,,,,,,,,,
0.028,1.146,1.118,,,,,,,,,
-0.039,1.053,1.092,,,,,,,,,
-0.069,0.858,0.927,,,,,,,,,
-0.09,0.611,0.701,,,,,,,,,
-0.155,0.42,0.575,,,,,,,,,
-0.225,0.297,0.522,,,,,,,,,
-0.241,0.186,0.427,,,,,,,,,
-0.247,0.093,0.34,,,,,,,,,
-0.252,0.013,0.266,,,,,,,,,
-0.235,-0.075,0.16,,,,,,,,,
-0.244,-0.135,0.109,,,,,,,,,
-0.232,-0.166,0.066,,,,,,,,,
