I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,0.177,,-0.167,0.067,0.099,,,,,,
,0.233,,-0.2,0.049,0.15,,,,,,
,0.298,,-0.246,0.044,0.201,,,,,,
,0.371,,-0.298,0.039,0.258,,,,,,
,0.449,,-0.345,0.014,0.328,,,,,,
,0.527,,-0.382,-0.028,0.408,,,,,,
,0.599,,-0.415,-0.071,0.484,,,,,,
,0.666,,-0.45,-0.099,0.549,,,,,,
,0.734,,-0.491,-0.117,0.609,,,,,,
,0.812,,-0.54,-0.138,0.677,,,,,,
,0.891,,-0.586,-0.165,0.751,,,,,,
,0.947,,-0.611,-0.2,0.811,,,,,,
,0.957,,-0.597,-0.243,0.839,,,,,,
,0.921,,-0.549,-0.284,0.833,,,,,,
,0.858,,-0.487,-0.313,0.799,,,,,,
,0.789,,-0.43,-0.324,0.753,,,,,,
,0.722,,-0.377,-0.33,0.707,,,,,,
,0.654,,-0.316,-0.347,0.664,,,,,,
,0.573,,-0.244,-0.371,0.615,,,,,,
,0.473,,-0.161,-0.386,0.547,,,,,,
,0.352,,-0.074,-0.38,0.454,,,,,,
,0.224,,0.007,-0.352,0.345,,,,,,
,0.109,,0.07,-0.306,0.235,,,,,,
,0.018,,0.11,-0.249,0.138,,,,,,
,-0.055,,0.14,-0.196,0.057,,,,,,
,-0.125,,0.176,-0.164,-0.012,,,,,,
,-0.199,,0.226,-0.153,-0.073,,,,,,
,-0.272,,0.28,-0.15,-0.129,,,,,,
,-0.343,,0.329,-0.144,-0.185,,,,,,
,-0.41,,0.372,-0.129,-0.242,,,,,,
,-0.474,,0.41,-0.11,-0.299,,,,,,
,-0.525,,0.439,-0.09,-0.348,,,,,,
,-0.558,,0.459,-0.08,-0.377,,,,,,
,-0.572,,0.474,-0.088,-0.384,,,,,,
,-0.571,,0.482,-0.105,-0.375,,,,,,
,-0.561,,0.48,-0.117,-0.361,,,,,,
,-0.546,,0.468,-0.115,-0.351,,,,,,
,-0.532,,0.454,-0.109,-0.344,,,,,,
,-0.522,,0.445,-0.107,-0.337,,,,,,
,-0.508,,0.433,-0.104,-0.328,,,,,,
,-0.483,,0.409,-0.093,-0.315,,,,,,
,-0.45,,0.376,-0.077,-0.298,,,,,,
,-0.417,,0.345,-0.063,-0.281,,,,,,
,-0.39,,0.32,-0.053,-0.265,,,,,,
,-0.362,,0.292,-0.04,-0.25,,,,,,
,-0.325,,0.255,-0.022,-0.231,,,,,,
,-0.281,,0.212,-0.002,-0.209,,,,,,
,-0.242,,0.175,0.013,-0.188,,,,,,
,-0.214,,0.149,0.024,-0.173,,,,,,
,-0.195,,0.13,0.033,-0.163,,,,,,
,-0.177,,0.112,0.043,-0.153,,,,,,
,-0.156,,0.091,0.051,-0.142,,,,,,
,-0.137,,0.075,0.057,-0.131,,,,,,
,-0.126,,0.067,0.054,-0.122,,,,,,
,-0.121,,0.07,0.042,-0.112,,,,,,
,-0.119,,0.076,0.025,-0.102,,,,,,
,-0.116,,0.081,0.011,-0.092,,,,,,
,-0.111,,0.082,0.002,-0.084,,,,,,
,-0.106,,0.08,-0.001,-0.078,,,,,,
,-0.1,,0.076,-0.003,-0.072,,,,,,
,-0.094,,0.075,-0.009,-0.065,,,,,,
,-0.09,,0.077,-0.017,-0.058,,,,,,
,-0.086,,0.075,-0.02,-0.054,,,,,,
,-0.081,,0.064,-0.004,-0.059,,,,,,
,-0.075,,0.043,0.026,-0.07,,,,,,
,-0.069,,0.025,0.054,-0.079,,,,,,
,-0.065,,0.017,0.063,-0.08,,,,,,
,-0.062,,0.02,0.052,-0.072,,,,,,
,-0.058,,0.026,0.037,-0.062,,,,,,
,-0.056,,0.027,0.031,-0.058,,,,,,
,-0.054,,0.022,0.038,-0.06,,,,,,
,-0.054,,0.013,0.055,-0.069,,,,,,
,-0.055,,0.003,0.076,-0.08,,,,,,
,-0.054,,-0.002,0.087,-0.085,,,,,,
,-0.052,,-0.001,0.081,-0.08,,,,,,
,-0.05,,0.007,0.06,-0.068,,,,,,
,-0.049,,0.017,0.039,-0.056,,,,,,
,-0.049,,0.024,0.026,-0.05,,,,,,
,-0.05,,0.028,0.019,-0.047,,,,,,
,-0.051,,0.031,0.014,-0.045,,,,,,
,-0.05,,0.034,0.006,-0.041,,,,,,
,-0.048,,0.038,-0.003,-0.035,,,,,,
,-0.046,,0.041,-0.01,-0.029,,,,,,
,-0.045,,0.037,-0.004,-0.03,,,,,,
,-0.044,,0.023,0.021,-0.042,,,,,,
,-0.044,,0.006,0.055,-0.06,,,,,,
,-0.045,,-0.003,0.075,-0.07,,,,,,
,-0.045,,0.0,0.07,-0.069,,,,,,
,-0.044,,0.007,0.052,-0.059,,,,,,
,-0.043,,0.013,0.037,-0.05,,,,,,
,-0.041,,0.012,0.036,-0.049,,,,,,
,-0.039,,0.005,0.049,-0.054,,,,,,
,-0.038,,-0.006,0.071,-0.064,,,,,,
,-0.039,,-0.015,0.09,-0.074,,,,,,
,-0.04,,-0.015,0.093,-0.076,,,,,,
,-0.04,,-0.006,0.075,-0.067,,,,,,
,-0.039,,0.005,0.048,-0.053,,,,,,
,-0.037,,0.013,0.029,-0.042,,,,,,
,-0.035,,0.016,0.02,-0.037,,,,,,
,-0.034,,0.018,0.015,-0.033,,,,,,
,-0.034,,0.021,0.008,-0.029,,,,,,
,-0.035,,0.026,0.0,-0.025,,,,,,
,-0.036,,0.031,-0.008,-0.021,,,,,,
,-0.035,,0.031,-0.009,-0.02,,,,,,
,-0.033,,0.022,0.006,-0.027,,,,,,
,-0.031,,0.004,0.038,-0.042,,,,,,
,-0.03,,-0.012,0.07,-0.056,,,,,,
,-0.029,,-0.018,0.081,-0.062,,,,,,
,-0.029,,-0.013,0.071,-0.058,,,,,,
,-0.03,,-0.006,0.057,-0.051,,,,,,
,-0.031,,-0.003,0.053,-0.049,,,,,,
,-0.03,,-0.008,0.061,-0.053,,,,,,
,-0.028,,-0.017,0.078,-0.059,,,,,,
,-0.026,,-0.028,0.096,-0.067,,,,,,
,-0.025,,-0.034,0.107,-0.071,,,,,,
,-0.024,,-0.031,0.101,-0.068,,,,,,
,-0.024,,-0.02,0.079,-0.058,,,,,,
,-0.025,,-0.008,0.056,-0.046,,,,,,
,-0.024,,-0.002,0.043,-0.039,,,,,,
,-0.025,,0.0,0.039,-0.037,,,,,,
,-0.025,,0.001,0.035,-0.036,,,,,,
,-0.024,,0.004,0.028,-0.032,,,,,,
,-0.023,,0.007,0.021,-0.027,,,,,,
,-0.022,,0.008,0.017,-0.024,,,,,,
,-0.02,,0.004,0.022,-0.026,,,,,,
,-0.019,,-0.006,0.042,-0.036,,,,,,
,-0.019,,-0.02,0.069,-0.049,,,,,,
,-0.02,,-0.027,0.085,-0.057,,,,,,
,-0.02,,-0.024,0.08,-0.055,,,,,,
,-0.019,,-0.016,0.064,-0.047,,,,,,
,-0.017,,-0.012,0.052,-0.04,,,,,,
,-0.016,,-0.014,0.054,-0.039,,,,,,
,-0.015,,-0.021,0.066,-0.043,,,,,,
,-0.014,,-0.03,0.084,-0.052,,,,,,
,-0.014,,-0.038,0.099,-0.06,,,,,,
,-0.015,,-0.039,0.1,-0.061,,,,,,
,-0.015,,-0.031,0.085,-0.053,,,,,,
,-0.015,,-0.019,0.062,-0.042,,,,,,
,-0.015,,-0.01,0.047,-0.034,,,,,,
,-0.014,,-0.007,0.041,-0.031,,,,,,
,-0.013,,-0.007,0.037,-0.028,,,,,,
,-0.011,,-0.005,0.029,-0.023,,,,,,
,-0.009,,-0.003,0.02,-0.018,,,,,,
,-0.008,,0.0,0.014,-0.014,,,,,,
,-0.009,,0.0,0.013,-0.014,,,,,,
,-0.01,,-0.004,0.024,-0.019,,,,,,
,-0.01,,-0.015,0.047,-0.03,,,,,,
,-0.01,,-0.026,0.07,-0.042,,,,,,
,-0.01,,-0.029,0.075,-0.045,,,,,,
,-0.01,,-0.023,0.062,-0.039,,,,,,
,-0.009,,-0.016,0.047,-0.031,,,,,,
,-0.007,,-0.015,0.042,-0.027,,,,,,
,-0.005,,-0.02,0.049,-0.028,,,,,,
,-0.003,,-0.028,0.063,-0.033,,,,,,
,-0.001,,-0.038,0.081,-0.041,,,,,,
,0.0,,-0.048,0.096,-0.047,,,,,,
,0.002,,-0.053,0.101,-0.047,,,,,,
,0.004,,-0.051,0.094,-0.043,,,,,,
,0.005,,-0.047,0.086,-0.039,,,,,,
,0.005,,-0.046,0.086,-0.039,,,,,,
,0.004,,-0.048,0.088,-0.04,,,,,,
,0.006,,-0.048,0.087,-0.038,,,,,,
,0.008,,-0.047,0.083,-0.034,,,,,,
,0.011,,-0.049,0.083,-0.033,,,,,,
,0.014,,-0.052,0.084,-0.032,,,,,,
,0.014,,-0.052,0.083,-0.03,,,,,,
,0.014,,-0.05,0.078,-0.027,,,,,,
,0.014,,-0.049,0.076,-0.026,,,,,,
,0.015,,-0.05,0.077,-0.027,,,,,,
,0.017,,-0.05,0.076,-0.025,,,,,,
,0.02,,-0.051,0.073,-0.021,,,,,,
,0.022,,-0.052,0.072,-0.018,,,,,,
,0.024,,-0.054,0.073,-0.017,,,,,,
,0.024,,-0.055,0.072,-0.017,,,,,,
,0.025,,-0.054,0.07,-0.016,,,,,,
,0.025,,-0.054,0.07,-0.016,,,,,,
,0.026,,-0.056,0.074,-0.017,,,,,,
,0.028,,-0.059,0.075,-0.016,,,,,,
,0.03,,-0.06,0.074,-0.014,,,,,,
,0.032,,-0.061,0.073,-0.012,,,,,,
,0.034,,-0.064,0.076,-0.013,,,,,,
,0.036,,-0.067,0.079,-0.012,,,,,,
,0.039,,-0.069,0.079,-0.01,,,,,,
,0.04,,-0.069,0.078,-0.009,,,,,,
,0.039,,-0.068,0.077,-0.009,,,,,,
,0.039,,-0.067,0.076,-0.008,,,,,,
,0.041,,-0.068,0.074,-0.005,,,,,,
,0.045,,-0.071,0.075,-0.003,,,,,,
,0.05,,-0.077,0.08,-0.001,,,,,,
,0.053,,-0.081,0.082,-0.001,,,,,,
,0.054,,-0.082,0.082,0.0,,,,,,
,0.055,,-0.081,0.08,0.0,,,,,,
,0.055,,-0.08,0.08,0.0,,,,,,
,0.055,,-0.082,0.083,0.0,,,,,,
,0.056,,-0.084,0.084,0.0,,,,,,
,0.06,,-0.088,0.085,0.002,,,,,,
,0.067,,-0.093,0.085,0.007,,,,,,
,0.075,,-0.096,0.08,0.015,,,,,,
,0.083,,-0.097,0.07,0.027,,,,,,
,0.089,,-0.095,0.057,0.037,,,,,,
,0.093,,-0.094,0.048,0.045,,,,,,
,0.095,,-0.093,0.041,0.05,,,,,,
,0.097,,-0.091,0.035,0.054,,,,,,
,0.099,,-0.09,0.03,0.059,,,,,,
,0.102,,-0.09,0.026,0.063,,,,,,
,0.106,,-0.092,0.025,0.066,,,,,,
,0.11,,-0.095,0.025,0.069,,,,,,
,0.113,,-0.1,0.03,0.069,,,,,,
,0.115,,-0.106,0.038,0.067,,,,,,
,0.114,,-0.109,0.044,0.062,,,,,,
,0.113,,-0.11,0.047,0.06,,,,,,
,0.115,,-0.112,0.05,0.06,,,,,,
,0.121,,-0.12,0.058,0.06,,,,,,
,0.129,,-0.133,0.071,0.061,,,,,,
,0.137,,-0.144,0.082,0.06,,,,,,
,0.142,,-0.152,0.088,0.061,,,,,,
,0.145,,-0.154,0.09,0.061,,,,,,
,0.146,,-0.152,0.085,0.065,,,,,,
,0.147,,-0.147,0.072,0.073,,,,,,
,0.151,,-0.141,0.055,0.084,,,,,,
,0.156,,-0.14,0.043,0.095,,,,,,
,0.163,,-0.142,0.038,0.103,,,,,,
,0.168,,-0.146,0.037,0.107,,,,,,
,0.172,,-0.149,0.038,0.109,,,,,,
,0.175,,-0.152,0.04,0.11,,,,,,
,0.179,,-0.157,0.044,0.112,,,,,,
,0.183,,-0.162,0.047,0.113,,,,,,
,0.187,,-0.165,0.048,0.116,,,,,,
,0.191,,-0.169,0.049,0.118,,,,,,
,0.2,,-0.178,0.055,0.122,,,,,,
,0.211,,-0.189,0.061,0.127,,,,,,
,0.221,,-0.199,0.065,0.132,,,,,,
,0.225,,-0.203,0.066,0.136,,,,,,
,0.225,,-0.202,0.065,0.136,,,,,,
,0.224,,-0.203,0.067,0.134,,,,,,
,0.229,,-0.209,0.073,0.135,,,,,,
,0.238,,-0.218,0.077,0.139,,,,,,
,0.247,,-0.223,0.073,0.148,,,,,,
,0.252,,-0.22,0.057,0.161,,,,,,
,0.258,,-0.214,0.038,0.174,,,,,,
,0.263,,-0.211,0.028,0.182,,,,,,
,0.266,,-0.215,0.029,0.185,,,,,,
,0.27,,-0.221,0.037,0.184,,,,,,
,0.273,,-0.226,0.041,0.184,,,,,,
,0.274,,-0.226,0.037,0.186,,,,,,
,0.273,,-0.22,0.028,0.19,,,,,,
,0.272,,-0.212,0.015,0.195,,,,,,
,0.275,,-0.211,0.008,0.201,,,,,,
,0.284,,-0.22,0.013,0.206,,,,,,
,0.295,,-0.236,0.027,0.207,,,,,,
,0.302,,-0.248,0.04,0.206,,,,,,
,0.305,,-0.25,0.045,0.206,,,,,,
,0.304,,-0.252,0.046,0.205,,,,,,
,0.305,,-0.254,0.049,0.204,,,,,,
,0.308,,-0.26,0.059,0.201,,,,,,
,0.311,,-0.269,0.071,0.197,,,,,,
,0.315,,-0.277,0.081,0.195,,,,,,
,0.318,,-0.279,0.08,0.198,,,,,,
,0.321,,-0.272,0.061,0.21,,,,,,
,0.323,,-0.258,0.03,0.226,,,,,,
,0.325,,-0.248,0.008,0.239,,,,,,
,0.327,,-0.248,0.006,0.241,,,,,,
,0.329,,-0.256,0.018,0.237,,,,,,
,0.33,,-0.261,0.025,0.234,,,,,,
,0.33,,-0.259,0.022,0.236,,,,,,
,0.329,,-0.256,0.017,0.237,,,,,,
,0.327,,-0.254,0.018,0.235,,,,,,
,0.325,,-0.254,0.019,0.234,,,,,,
,0.324,,-0.252,0.016,0.235,,,,,,
,0.325,,-0.252,0.015,0.236,,,,,,
,0.324,,-0.252,0.017,0.235,,,,,,
,0.323,,-0.252,0.017,0.232,,,,,,
,0.321,,-0.249,0.015,0.231,,,,,,
,0.319,,-0.247,0.013,0.232,,,,,,
,0.319,,-0.247,0.014,0.232,,,,,,
,0.319,,-0.248,0.016,0.231,,,,,,
,0.318,,-0.246,0.014,0.231,,,,,,
,0.316,,-0.243,0.011,0.23,,,,,,
,0.315,,-0.242,0.011,0.23,,,,,,
,0.315,,-0.244,0.013,0.229,,,,,,
,0.315,,-0.243,0.012,0.23,,,,,,
,0.312,,-0.239,0.009,0.228,,,,,,
,0.306,,-0.233,0.007,0.225,,,,,,
,0.298,,-0.227,0.005,0.221,,,,,,
,0.292,,-0.22,0.0,0.218,,,,,,
,0.287,,-0.214,-0.003,0.216,,,,,,
,0.281,,-0.21,-0.002,0.211,,,,,,
,0.275,,-0.207,0.002,0.205,,,,,,
,0.269,,-0.204,0.006,0.199,,,,,,
,0.266,,-0.203,0.007,0.196,,,,,,
,0.262,,-0.201,0.009,0.192,,,,,,
,0.256,,-0.197,0.01,0.187,,,,,,
,0.248,,-0.191,0.01,0.181,,,,,,
,0.24,,-0.185,0.009,0.175,,,,,,
,0.232,,-0.18,0.011,0.168,,,,,,
,0.224,,-0.176,0.014,0.161,,,,,,
,0.217,,-0.171,0.016,0.154,,,,,,
,0.209,,-0.164,0.015,0.149,,,,,,
,0.201,,-0.158,0.014,0.143,,,,,,
,0.193,,-0.153,0.015,0.137,,,,,,
,0.185,,-0.147,0.015,0.131,,,,,,
,0.178,,-0.141,0.015,0.125,,,,,,
,0.17,,-0.136,0.017,0.117,,,,,,
,0.162,,-0.133,0.023,0.109,,,,,,
,0.155,,-0.131,0.029,0.101,,,,,,
,0.15,,-0.129,0.033,0.096,,,,,,
,0.143,,-0.126,0.036,0.089,,,,,,
,0.136,,-0.123,0.041,0.081,,,,,,
,0.128,,-0.12,0.046,0.072,,,,,,
,0.121,,-0.116,0.05,0.065,,,,,,
,0.116,,-0.114,0.054,0.059,,,,,,
,0.109,,-0.112,0.06,0.051,,,,,,
,0.102,,-0.108,0.063,0.044,,,,,,
,0.094,,-0.101,0.062,0.039,,,,,,
,0.086,,-0.093,0.056,0.036,,,,,,
,0.078,,-0.085,0.053,0.032,,,,,,
,0.07,,-0.08,0.055,0.025,,,,,,
,0.063,,-0.079,0.066,0.014,,,,,,
,0.055,,-0.08,0.078,0.002,,,,,,
,0.047,,-0.078,0.085,-0.006,,,,,,
,0.039,,-0.069,0.079,-0.01,,,,,,
,0.031,,-0.057,0.067,-0.01,,,,,,
,0.026,,-0.048,0.058,-0.009,,,,,,
,0.022,,-0.044,0.055,-0.01,,,,,,
,0.019,,-0.042,0.055,-0.012,,,,,,
,0.015,,-0.038,0.052,-0.014,,,,,,
,0.011,,-0.031,0.046,-0.014,,,,,,
,0.007,,-0.025,0.039,-0.014,,,,,,
,0.003,,-0.02,0.034,-0.014,,,,,,
,0.0,,-0.018,0.036,-0.017,,,,,,
,-0.004,,-0.021,0.049,-0.026,,,,,,
,-0.008,,-0.028,0.07,-0.04,,,,,,
,-0.012,,-0.034,0.087,-0.052,,,,,,
,-0.016,,-0.034,0.094,-0.059,,,,,,
,-0.019,,-0.031,0.094,-0.061,,,,,,
,-0.021,,-0.029,0.092,-0.061,,,,,,
,-0.023,,-0.027,0.091,-0.062,,,,,,
,-0.026,,-0.023,0.087,-0.062,,,,,,
,-0.03,,-0.017,0.081,-0.063,,,,,,
,-0.034,,-0.012,0.077,-0.064,,,,,,
,-0.038,,-0.009,0.075,-0.066,,,,,,
,-0.04,,-0.006,0.072,-0.066,,,,,,
,-0.039,,-0.004,0.069,-0.064,,,,,,
,-0.037,,-0.004,0.066,-0.062,,,,,,
,-0.038,,-0.003,0.065,-0.062,,,,,,
,-0.044,,0.001,0.062,-0.064,,,,,,
,-0.053,,0.011,0.055,-0.067,,,,,,
,-0.06,,0.021,0.047,-0.069,,,,,,
,-0.064,,0.027,0.041,-0.068,,,,,,
,-0.064,,0.028,0.041,-0.069,,,,,,
,-0.065,,0.024,0.049,-0.073,,,,,,
,-0.065,,0.016,0.066,-0.081,,,,,,
,-0.065,,0.008,0.082,-0.089,,,,,,
,-0.064,,0.003,0.09,-0.093,,,,,,
,-0.064,,0.005,0.086,-0.091,,,,,,
,-0.066,,0.01,0.079,-0.088,,,,,,
,-0.067,,0.012,0.076,-0.088,,,,,,
,-0.069,,0.012,0.081,-0.092,,,,,,
,-0.07,,0.008,0.09,-0.097,,,,,,
,-0.071,,0.003,0.101,-0.103,,,,,,
,-0.07,,-0.002,0.111,-0.107,,,,,,
,-0.069,,-0.003,0.112,-0.108,,,,,,
,-0.069,,0.0,0.106,-0.105,,,,,,
,-0.071,,0.002,0.101,-0.104,,,,,,
,-0.073,,0.003,0.102,-0.106,,,,,,
,-0.074,,0.004,0.103,-0.108,,,,,,
,-0.075,,0.006,0.101,-0.106,,,,,,
,-0.074,,0.008,0.097,-0.104,,,,,,
,-0.074,,0.008,0.097,-0.104,,,,,,
,-0.075,,0.007,0.098,-0.105,,,,,,
,-0.075,,0.007,0.098,-0.105,,,,,,
,-0.074,,0.008,0.095,-0.103,,,,,,
,-0.074,,0.009,0.093,-0.102,,,,,,
,-0.075,,0.009,0.092,-0.102,,,,,,
,-0.075,,0.009,0.092,-0.102,,,,,,
,-0.074,,0.009,0.092,-0.101,,,,,,
,-0.074,,0.008,0.094,-0.102,,,,,,
,-0.074,,0.007,0.098,-0.104,,,,,,
,-0.075,,0.008,0.098,-0.105,,,,,,
,-0.077,,0.01,0.095,-0.105,,,,,,
,-0.079,,0.012,0.094,-0.106,,,,,,
,-0.08,,0.012,0.095,-0.107,,,,,,
,-0.08,,0.012,0.095,-0.107,,,,,,
,-0.079,,0.013,0.094,-0.106,,,,,,
,-0.079,,0.013,0.094,-0.106,,,,,,
,-0.08,,0.012,0.095,-0.107,,,,,,
,-0.08,,0.012,0.095,-0.107,,,,,,
,-0.079,,0.013,0.093,-0.106,,,,,,
,-0.079,,0.013,0.094,-0.106,,,,,,
,-0.08,,0.011,0.097,-0.108,,,,,,
,-0.08,,0.01,0.1,-0.109,,,,,,
,-0.079,,0.009,0.1,-0.109,,,,,,
,-0.079,,0.009,0.1,-0.109,,,,,,
,-0.08,,0.009,0.099,-0.11,,,,,,
,-0.081,,0.011,0.099,-0.111,,,,,,
,-0.083,,0.013,0.098,-0.111,,,,,,
,-0.085,,0.015,0.097,-0.111,,,,,,
,-0.085,,0.015,0.097,-0.111,,,,,,
,-0.084,,0.014,0.098,-0.112,,,,,,
,-0.084,,0.014,0.098,-0.112,,,,,,
,-0.085,,0.015,0.097,-0.111,,,,,,
,-0.085,,0.015,0.097,-0.112,,,,,,
,-0.084,,0.016,0.096,-0.111,,,,,,
,-0.084,,0.017,0.093,-0.11,,,,,,
,-0.085,,0.018,0.091,-0.109,,,,,,
,-0.085,,0.018,0.092,-0.109,,,,,,
,-0.084,,0.017,0.094,-0.11,,,,,,
,-0.084,,0.017,0.093,-0.11,,,,,,
,-0.085,,0.018,0.092,-0.109,,,,,,
,-0.085,,0.018,0.092,-0.109,,,,,,
,-0.084,,0.017,0.093,-0.11,,,,,,
,-0.084,,0.017,0.093,-0.11,,,,,,
,-0.085,,0.018,0.092,-0.109,,,,,,
,-0.085,,0.018,0.092,-0.109,,,,,,
,-0.084,,0.017,0.093,-0.11,,,,,,
,-0.084,,0.017,0.093,-0.11,,,,,,
,-0.085,,0.018,0.092,-0.109,,,,,,
,-0.085,,0.018,0.093,-0.109,,,,,,
,-0.084,,0.017,0.094,-0.11,,,,,,
,-0.084,,0.018,0.093,-0.109,,,,,,
,-0.085,,0.019,0.089,-0.108,,,,,,
,-0.085,,0.02,0.087,-0.107,,,,,,
,-0.084,,0.019,0.088,-0.107,,,,,,
,-0.084,,0.019,0.088,-0.107,,,,,,
,-0.085,,0.02,0.087,-0.106,,,,,,
,-0.085,,0.02,0.087,-0.106,,,,,,
,-0.084,,0.019,0.088,-0.107,,,,,,
,-0.084,,0.019,0.088,-0.107,,,,,,
,-0.085,,0.02,0.087,-0.106,,,,,,
,-0.085,,0.02,0.086,-0.106,,,,,,
,-0.084,,0.019,0.088,-0.107,,,,,,
,-0.085,,0.019,0.089,-0.107,,,,,,
,-0.084,,0.02,0.087,-0.106,,,,,,
,-0.084,,0.02,0.086,-0.106,,,,,,
,-0.085,,0.02,0.087,-0.107,,,,,,
,-0.085,,0.018,0.09,-0.108,,,,,,
,-0.085,,0.018,0.09,-0.108,,,,,,
,-0.084,,0.021,0.084,-0.105,,,,,,
,-0.084,,0.024,0.078,-0.102,,,,,,
,-0.085,,0.025,0.078,-0.102,,,,,,
,-0.085,,0.02,0.087,-0.106,,,,,,
,-0.084,,0.014,0.099,-0.112,,,,,,
,-0.084,,0.009,0.109,-0.117,,,,,,
,-0.085,,0.009,0.109,-0.118,,,,,,
,-0.085,,0.012,0.104,-0.115,,,,,,
,-0.084,,0.014,0.099,-0.113,,,,,,
,-0.084,,0.015,0.098,-0.112,,,,,,
,-0.085,,0.015,0.098,-0.111,,,,,,
,-0.085,,0.016,0.096,-0.111,,,,,,
,-0.084,,0.018,0.092,-0.11,,,,,,
,-0.084,,0.018,0.091,-0.109,,,,,,
,-0.085,,0.019,0.09,-0.108,,,,,,
,-0.085,,0.02,0.088,-0.106,,,,,,
,-0.084,,0.021,0.085,-0.105,,,,,,
,-0.084,,0.022,0.083,-0.104,,,,,,
,-0.085,,0.023,0.082,-0.105,,,,,,
,-0.085,,0.023,0.082,-0.105,,,,,,
,-0.084,,0.022,0.082,-0.104,,,,,,
,-0.084,,0.021,0.084,-0.105,,,,,,
,-0.085,,0.02,0.087,-0.106,,,,,,
,-0.085,,0.02,0.089,-0.107,,,,,,
,-0.084,,0.02,0.088,-0.106,,,,,,
,-0.084,,0.019,0.088,-0.106,,,,,,
,-0.085,,0.02,0.088,-0.107,,,,,,
,-0.085,,0.02,0.087,-0.107,,,,,,
,-0.084,,0.019,0.088,-0.106,,,,,,
,-0.082,,0.016,0.09,-0.106,,,,,,
,-0.08,,0.013,0.094,-0.107,,,,,,
,-0.079,,0.011,0.096,-0.107,,,,,,
,-0.08,,0.012,0.095,-0.106,,,,,,
,-0.08,,0.013,0.094,-0.106,,,,,,
,-0.079,,0.012,0.094,-0.107,,,,,,
,-0.079,,0.012,0.095,-0.106,,,,,,
,-0.08,,0.011,0.096,-0.107,,,,,,
,-0.08,,0.011,0.097,-0.108,,,,,,
,-0.08,,0.009,0.1,-0.11,,,,,,
,-0.079,,0.009,0.101,-0.11,,,,,,
,-0.079,,0.009,0.1,-0.11,,,,,,
,-0.08,,0.01,0.099,-0.109,,,,,,
,-0.08,,0.01,0.099,-0.109,,,,,,
,-0.079,,0.009,0.1,-0.11,,,,,,
,-0.079,,0.009,0.1,-0.11,,,,,,
,-0.079,,0.01,0.099,-0.109,,,,,,
,-0.079,,0.009,0.099,-0.109,,,,,,
,-0.08,,0.01,0.098,-0.109,,,,,,
,-0.08,,0.012,0.095,-0.107,,,,,,
,-0.079,,0.014,0.092,-0.105,,,,,,
,-0.079,,0.014,0.091,-0.104,,,,,,
,-0.08,,0.015,0.09,-0.104,,,,,,
,-0.08,,0.016,0.088,-0.103,,,,,,
,-0.079,,0.018,0.084,-0.101,,,,,,
,-0.079,,0.018,0.083,-0.1,,,,,,
,-0.08,,0.019,0.082,-0.101,,,,,,
,-0.079,,0.019,0.08,-0.1,,,,,,
,-0.077,,0.02,0.077,-0.097,,,,,,
,-0.075,,0.019,0.076,-0.095,,,,,,
,-0.074,,0.016,0.079,-0.095,,,,,,
,-0.074,,0.016,0.081,-0.096,,,,,,
,-0.075,,0.018,0.077,-0.095,,,,,,
,-0.075,,0.021,0.071,-0.091,,,,,,
,-0.074,,0.023,0.067,-0.089,,,,,,
,-0.074,,0.021,0.071,-0.091,,,,,,
,-0.075,,0.015,0.083,-0.097,,,,,,
,-0.075,,0.009,0.095,-0.103,,,,,,
,-0.074,,0.006,0.1,-0.106,,,,,,
,-0.074,,0.007,0.097,-0.104,,,,,,
,-0.075,,0.01,0.091,-0.101,,,,,,
,-0.075,,0.011,0.09,-0.1,,,,,,
,-0.074,,0.009,0.092,-0.102,,,,,,
,-0.074,,0.009,0.093,-0.102,,,,,,
,-0.075,,0.01,0.092,-0.101,,,,,,
,-0.075,,0.01,0.091,-0.101,,,,,,
,-0.074,,0.009,0.093,-0.102,,,,,,
,-0.074,,0.009,0.093,-0.102,,,,,,
,-0.075,,0.01,0.091,-0.101,,,,,,
,-0.075,,0.012,0.089,-0.1,,,,,,
,-0.075,,0.012,0.088,-0.099,,,,,,
,-0.074,,0.012,0.088,-0.1,,,,,,
,-0.074,,0.012,0.088,-0.1,,,,,,
,-0.075,,0.013,0.087,-0.099,,,,,,
,-0.075,,0.013,0.087,-0.099,,,,,,
,-0.074,,0.012,0.088,-0.1,,,,,,
,-0.074,,0.012,0.088,-0.1,,,,,,
,-0.075,,0.013,0.087,-0.099,,,,,,
,-0.075,,0.013,0.087,-0.099,,,,,,
,-0.074,,0.012,0.088,-0.1,,,,,,
,-0.074,,0.012,0.088,-0.1,,,,,,
,-0.075,,0.013,0.086,-0.098,,,,,,
,-0.075,,0.014,0.084,-0.097,,,,,,
,-0.074,,0.015,0.083,-0.096,,,,,,
,-0.074,,0.014,0.083,-0.096,,,,,,
,-0.075,,0.015,0.082,-0.097,,,,,,
,-0.075,,0.015,0.082,-0.097,,,,,,
,-0.074,,0.014,0.083,-0.097,,,,,,
,-0.074,,0.014,0.083,-0.097,,,,,,
,-0.075,,0.015,0.082,-0.096,,,,,,
,-0.075,,0.015,0.082,-0.096,,,,,,
,-0.074,,0.014,0.083,-0.097,,,,,,
